PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
57.67,100.99,32.81,15.11,17.73,0.59,3.48,16.48,1.3,1.1,8.82,3
27.93,95.68,9.72,4.71,0.88,0.79,9.36,30.18,3.39,0.04,3.82,3
34.05,90.68,16.53,9.83,1.68,0.93,4.27,17.23,5.27,0.89,21.98,3
38.1,61.67,7.61,3.3,1.37,0.65,14.74,26.14,7.14,1.94,2.15,3
40.41,67.91,10.52,3.96,3.76,0.55,9.97,28.6,4.46,2.02,1.48,3
27.21,62.04,8.6,7.2,5.9,0.53,9.63,34.72,3.57,2.08,1.32,3
29.75,64.56,10.22,5.64,5.98,0.55,8.67,21.21,4.0,1.72,1.31,3
18.35,49.86,9.53,4.55,5.94,0.51,8.83,27.24,5.97,5.59,7.5,3
34.43,89.26,9.8,4.23,5.87,0.66,8.71,37.1,4.85,2.52,1.49,3
33.66,105.3,10.94,6.56,5.97,0.73,8.19,21.1,5.69,2.16,1.39,1
22.93,73.73,13.33,6.05,6.34,0.79,12.05,17.26,4.74,1.81,1.28,3
16.0,57.51,18.72,5.25,6.51,0.83,12.05,24.57,7.3,1.96,1.25,3
22.41,59.18,18.75,5.06,6.57,0.56,13.4,31.23,4.98,1.65,1.36,3
13.93,49.87,12.76,3.31,6.1,0.5,14.95,16.21,2.79,1.66,1.55,0
24.45,49.4,27.37,5.3,7.27,0.85,16.05,12.58,6.07,1.89,2.33,3
15.77,44.47,13.35,5.38,6.2,0.54,15.9,20.96,4.99,2.73,1.79,3
29.59,71.0,10.47,7.86,6.24,0.71,16.42,19.05,6.85,2.43,1.85,3
30.27,73.77,7.99,8.1,5.76,0.46,18.14,16.87,4.5,2.51,1.64,3
25.9,77.68,9.62,4.75,5.9,0.44,15.09,17.33,4.37,2.27,1.41,3
38.69,82.66,10.07,4.05,6.01,0.49,14.44,15.07,4.07,1.45,1.58,3
53.09,112.6,8.63,5.0,5.96,0.51,11.35,17.72,4.88,0.65,1.67,3
43.67,104.59,10.14,4.64,5.99,0.61,12.42,13.96,4.7,0.92,1.96,1
53.12,120.09,17.13,5.73,6.57,0.85,13.54,16.92,5.99,1.07,2.17,1
56.82,121.89,13.25,6.53,6.21,0.74,12.52,19.27,7.2,0.99,1.89,1
50.45,106.22,13.64,6.51,6.27,0.74,10.38,11.03,5.31,0.86,1.76,1
58.03,106.62,13.94,5.64,6.25,0.72,12.45,26.84,6.49,0.89,1.99,1
57.61,112.63,15.52,4.3,6.21,0.71,11.66,19.64,5.98,0.96,2.01,3
74.8,128.72,13.92,6.28,6.31,0.83,13.5,19.87,6.43,0.66,25.17,1
73.44,135.12,16.48,6.34,6.47,0.95,12.4,15.35,6.67,0.55,49.92,1
83.96,151.62,17.66,6.6,6.62,1.0,10.71,19.99,7.02,0.57,1.4,1
80.65,133.85,16.88,7.57,6.95,0.88,10.2,22.35,6.95,0.55,1.33,1
56.2,108.33,12.07,5.93,6.42,0.61,10.23,24.06,4.8,0.35,1.27,1
51.84,109.52,14.08,5.48,6.49,0.62,11.54,18.3,4.92,0.4,3.8,1
53.9,111.12,10.73,5.4,6.04,0.59,11.04,18.54,4.51,0.29,2.05,1
53.79,117.94,11.51,5.22,6.14,0.54,10.41,19.03,4.71,0.3,3.57,1
47.72,106.01,10.27,4.3,6.15,0.54,9.55,22.98,4.48,1.08,2.68,1
46.9,108.1,18.05,5.96,6.75,0.73,10.67,16.13,5.49,2.45,3.01,1
71.66,130.66,21.97,7.38,7.01,0.91,9.69,15.62,6.21,3.91,3.96,1
92.3,159.18,17.22,7.59,6.61,0.99,10.21,17.21,3.33,8.64,1.03,1
104.11,150.29,12.26,6.84,6.22,0.82,10.29,18.17,3.0,6.19,0.9,2
122.16,180.25,7.8,16.3,7.79,0.73,9.92,17.49,3.04,5.9,0.81,2
154.85,224.22,33.17,13.6,27.94,0.82,9.24,16.2,3.21,6.21,0.76,5
110.06,184.04,36.29,19.43,40.84,1.29,9.28,14.68,3.47,8.34,0.95,2
108.09,181.54,17.27,11.43,22.6,1.01,8.21,22.36,3.42,7.81,0.86,2
109.17,169.19,9.28,10.06,12.73,0.99,8.87,24.24,3.29,6.73,0.85,2
112.71,190.12,7.24,13.46,12.82,0.89,8.29,26.53,3.43,6.82,0.8,2
123.26,190.28,14.3,11.76,19.21,1.02,9.04,14.22,4.25,7.47,0.82,2
135.98,215.41,4.69,8.11,5.93,0.98,11.2,18.42,5.01,7.34,1.17,2
114.56,166.58,4.58,6.33,4.2,0.69,9.56,16.51,4.44,6.1,1.05,5
53.96,115.54,7.09,6.08,6.12,0.54,9.81,17.46,4.09,4.62,1.04,1
58.85,125.5,15.47,7.78,17.58,1.02,11.69,9.64,3.88,7.38,1.16,1
46.3,84.99,15.71,9.68,17.99,0.79,8.19,7.92,3.67,6.04,1.02,3
45.3,72.48,38.26,8.67,7.29,0.74,9.2,9.4,3.36,4.68,0.89,3
96.95,162.86,4.57,17.22,1.0,0.85,10.64,12.77,1.5,5.61,3.76,2
63.35,122.19,3.11,10.68,0.7,0.5,8.08,17.52,1.19,3.48,3.4,1
42.54,70.69,3.11,9.85,0.65,0.42,9.32,17.13,1.03,2.63,3.77,3
61.85,100.77,5.34,25.44,6.43,0.67,9.22,14.66,1.15,3.57,3.38,3
84.1,125.61,1.32,17.06,9.59,0.53,9.45,8.15,6.91,1.82,0.97,2
44.9,76.48,2.6,18.03,5.0,0.45,10.79,8.99,5.24,1.92,1.19,1
46.55,93.05,17.99,51.27,5.0,0.87,11.2,7.16,6.89,2.25,1.14,3
61.28,138.26,16.84,48.98,5.0,0.84,9.71,4.22,7.59,2.31,1.12,1
32.56,64.7,18.8,52.22,5.0,0.85,10.94,5.34,7.25,2.22,1.22,3
42.0,74.34,28.32,29.43,5.0,0.85,10.01,5.92,8.14,1.73,7.16,3
50.57,91.07,40.39,8.06,5.0,0.88,10.77,7.12,9.66,0.67,0.21,3
55.52,105.75,27.53,10.22,5.0,0.77,10.78,8.14,7.55,0.45,0.17,3
59.05,98.34,8.75,12.28,5.0,0.73,10.18,10.13,7.16,0.41,0.14,1
78.39,120.04,11.61,11.11,5.0,0.61,8.67,11.23,6.4,0.31,0.16,1
81.14,140.46,25.39,15.46,5.0,0.77,6.36,12.77,7.0,0.39,0.11,1
91.88,171.84,59.58,13.5,24.2,1.3,9.59,12.55,10.0,0.86,0.29,1
92.12,167.97,70.94,5.08,35.57,1.25,9.06,13.89,10.36,0.92,0.22,2
77.58,135.81,44.31,10.6,44.06,0.96,10.33,9.78,8.15,0.65,0.15,1
69.8,133.11,43.97,12.89,49.26,1.0,10.46,8.77,8.82,0.64,4.82,1
69.48,111.77,33.52,14.4,40.21,0.87,10.54,10.45,2.09,0.48,1.27,1
97.55,196.46,29.9,21.94,36.14,0.92,11.4,8.56,3.31,0.46,1.09,1
90.07,153.17,27.56,20.88,35.75,0.86,11.91,8.73,3.3,0.43,1.0,2
119.05,175.51,33.79,21.97,45.27,1.06,10.15,7.86,3.43,0.65,1.05,2
108.0,141.0,34.59,23.28,47.58,1.01,8.2,8.47,3.49,0.63,1.15,5
21.86,53.35,6.07,14.69,46.26,0.4,7.97,13.21,3.38,0.25,0.8,1
39.0,70.49,8.42,14.96,57.1,0.48,10.16,4.84,3.37,0.26,0.99,0
39.25,63.12,7.44,11.3,43.62,0.51,9.65,5.81,3.27,0.18,1.04,3
41.79,77.26,7.23,10.15,31.34,0.53,6.58,3.7,3.04,0.18,0.76,3
61.95,101.09,4.68,12.21,37.32,0.53,6.01,4.85,3.04,0.14,0.73,3
49.36,82.55,6.34,11.18,33.79,0.62,5.7,3.93,4.8,0.22,0.74,3
91.41,119.91,7.9,14.2,33.11,0.66,7.77,5.84,7.02,0.29,0.84,1
98.48,132.54,8.48,14.95,42.05,0.8,8.64,8.29,8.3,0.25,0.88,2
68.55,119.96,5.88,11.44,40.98,0.8,5.95,8.99,7.21,0.21,2.3,1
46.06,87.11,2.7,11.25,36.8,0.62,6.88,11.38,0.08,0.13,0.83,1
41.79,83.61,6.97,12.09,40.76,0.66,6.83,8.97,4.17,0.22,0.69,3
67.27,132.94,10.35,13.21,36.41,0.72,6.88,8.48,7.96,0.21,0.81,1
35.08,65.55,3.48,9.79,26.09,0.49,5.65,9.85,5.42,0.11,0.65,3
38.86,79.99,2.22,10.41,22.17,0.49,6.14,10.21,4.76,0.11,0.62,3
61.39,131.32,3.7,14.23,25.4,0.58,4.76,6.78,6.06,0.18,0.5,3
77.1,156.58,12.15,11.78,25.82,0.69,6.58,6.12,6.54,0.24,0.64,1
58.68,99.91,11.84,12.41,24.38,0.77,5.62,9.04,7.95,0.24,0.68,1
72.34,140.37,38.14,16.28,26.86,1.04,6.59,6.52,8.77,5.1,1.28,1
77.06,145.42,49.23,14.74,24.95,1.24,7.27,6.62,10.96,0.42,0.72,2
63.22,135.76,46.81,15.96,24.73,1.11,7.79,8.1,9.14,0.38,0.78,1
45.65,102.2,40.57,13.18,29.29,0.97,8.9,22.51,7.93,0.74,0.88,1
45.79,94.86,36.01,11.14,46.37,0.93,11.32,14.29,8.27,1.11,0.99,1
53.46,108.55,23.92,13.16,45.85,0.84,9.13,9.92,7.1,0.64,1.01,3
51.15,106.42,6.6,13.63,35.98,0.64,8.39,9.66,5.65,0.23,0.9,1
37.92,65.35,10.22,12.04,38.35,0.57,9.79,6.99,5.4,0.14,0.98,3
28.87,48.29,29.12,11.69,39.27,0.79,8.73,8.44,6.69,0.18,1.02,3
31.92,43.82,18.41,9.94,38.98,0.61,7.9,10.9,4.94,0.16,0.91,0
28.35,47.36,3.41,11.19,35.22,0.44,5.58,12.51,4.01,0.37,0.81,0
27.82,63.04,7.97,11.61,33.56,0.5,6.0,10.61,4.62,0.22,0.26,3
46.57,108.09,19.2,15.57,24.35,0.76,6.55,8.43,6.31,0.16,0.31,3
75.8,165.63,17.43,17.6,24.83,0.92,9.83,6.26,9.58,0.16,0.39,1
63.64,120.83,18.37,15.63,29.22,0.88,7.38,7.63,8.33,0.17,0.32,1
39.14,73.4,13.13,9.24,33.17,0.69,6.7,8.2,6.8,0.16,0.25,3
46.49,85.04,12.44,12.03,31.7,0.68,7.03,9.22,6.39,0.16,0.3,3
40.07,79.2,7.15,11.91,29.08,0.67,6.47,8.12,6.54,0.15,0.27,3
48.86,90.27,16.22,10.91,41.64,0.75,7.18,6.46,6.81,0.19,0.25,3
58.57,134.0,18.14,11.8,47.37,0.69,8.39,8.28,6.26,0.19,1.71,1
46.76,96.89,20.11,11.33,35.94,0.78,7.99,10.35,6.54,0.29,0.97,1
54.78,127.45,27.83,13.64,42.26,0.96,6.46,8.95,7.74,0.44,0.83,3
65.75,140.69,38.7,16.84,43.79,1.03,9.06,9.56,9.44,0.6,1.04,1
41.75,93.67,18.17,12.43,48.99,0.73,7.32,6.54,6.48,0.46,0.91,1
29.8,72.37,1.59,10.72,50.54,0.43,5.37,12.63,3.94,0.14,0.68,3
27.35,82.96,1.26,13.16,48.75,0.54,5.84,14.54,4.31,0.11,0.58,3
50.16,107.88,35.84,13.38,35.96,1.03,7.56,3.2,6.75,0.28,0.83,3
63.05,108.46,29.72,14.09,32.77,0.9,8.11,11.11,5.95,0.15,1.05,1
70.05,123.37,26.66,18.67,36.16,0.98,8.26,9.31,8.21,0.36,2.29,3
40.04,89.37,15.87,17.71,70.87,0.64,7.53,10.27,5.05,0.25,0.73,1
23.83,68.76,6.6,16.39,65.83,0.51,7.44,8.83,0.0,0.0,0.0,3
26.33,65.41,4.78,11.56,52.34,0.46,5.88,9.77,3.21,0.15,0.46,3
33.27,66.36,4.48,12.56,68.76,0.6,6.3,7.45,5.07,0.24,0.69,3
46.01,85.01,3.21,15.01,79.53,0.82,7.97,12.24,7.04,0.38,0.85,3
36.92,82.32,4.52,12.5,52.13,0.57,6.96,13.45,5.16,0.16,0.79,3
45.69,115.3,17.36,14.34,48.4,0.76,7.01,10.43,5.97,0.3,0.77,3
48.43,112.21,32.31,16.22,45.63,0.87,8.97,11.01,7.08,0.42,0.82,1
44.5,85.81,1.37,11.9,41.06,0.5,7.05,13.06,4.56,0.15,0.69,3
44.26,93.7,15.06,13.75,51.85,0.71,7.71,9.21,5.77,0.33,0.8,3
52.11,95.92,29.84,17.65,52.94,0.82,9.1,9.83,6.73,0.42,0.94,1
56.44,94.22,9.91,15.27,37.51,0.67,7.94,10.93,5.92,0.24,0.79,3
58.61,103.76,23.06,19.65,24.01,0.82,10.03,9.18,6.61,0.3,0.92,1
58.08,109.57,25.78,18.27,26.54,0.89,8.69,10.81,6.72,1.58,3.27,1
55.99,118.21,18.39,17.75,34.43,0.85,8.71,11.89,6.74,2.6,0.9,1
54.47,114.12,3.68,15.96,32.97,0.65,8.35,19.25,5.87,0.17,0.76,1
45.96,94.73,1.7,14.52,33.61,0.59,9.29,17.07,5.64,0.16,0.77,1
38.65,96.46,1.54,13.63,36.75,0.49,8.37,16.15,4.98,0.2,0.76,3
38.73,92.66,1.43,14.94,36.5,0.56,9.09,17.84,4.98,0.14,0.82,3
44.75,97.01,10.51,18.43,30.26,0.68,9.39,12.34,5.74,0.21,1.08,3
37.34,84.86,6.64,17.18,29.55,0.61,8.07,15.63,5.3,0.2,0.91,3
39.85,114.47,4.45,17.63,50.52,0.66,9.85,11.62,5.45,0.2,3.38,3
49.94,140.48,29.86,23.78,47.46,1.0,8.79,12.05,8.7,0.41,2.84,1
40.09,105.55,3.48,22.32,51.36,0.66,10.52,10.35,5.38,0.22,2.71,1
17.74,36.33,5.72,19.61,51.13,0.58,11.11,8.22,4.37,0.12,2.94,3
28.86,59.53,9.04,16.27,56.93,0.61,9.63,15.11,5.0,0.16,3.21,0
26.21,65.46,11.93,16.68,54.07,0.67,10.0,15.54,5.4,0.15,3.91,3
22.11,68.15,8.68,14.65,57.43,0.54,10.26,14.02,4.5,0.17,4.41,3
31.08,78.66,8.84,17.82,53.71,0.65,11.05,13.07,5.38,0.18,1.27,3
36.76,96.77,23.97,21.72,42.06,0.91,11.17,11.33,6.28,0.17,1.41,3
55.33,122.12,20.93,22.96,44.13,1.03,11.55,10.96,8.48,0.24,1.37,1
48.22,112.13,9.79,19.63,60.86,0.79,9.13,14.79,7.02,0.21,1.09,1
24.21,56.88,12.13,19.64,59.45,0.63,8.1,13.73,5.02,0.15,1.2,3
16.87,53.56,26.74,19.34,51.59,0.7,9.37,10.24,5.43,0.13,1.31,3
32.21,75.25,21.81,19.91,51.7,0.72,11.08,9.32,5.67,0.15,1.3,3
35.14,90.3,9.78,16.91,66.95,0.6,9.75,12.35,5.31,0.13,1.27,3
35.6,101.85,14.24,21.84,68.95,0.77,10.94,12.72,6.69,0.16,1.21,3
20.93,64.03,6.33,21.44,58.7,0.52,8.94,13.74,4.8,0.14,1.16,3
13.67,38.03,4.61,17.43,58.92,0.4,7.91,11.92,3.56,0.93,47.4,0
13.4,26.33,18.12,12.2,59.19,0.57,6.45,5.37,3.66,2.35,116.62,0
22.56,46.29,26.85,14.69,55.11,0.66,8.51,12.53,5.13,2.25,1.11,3
21.62,53.89,1.64,13.26,54.32,0.38,7.63,15.71,3.43,2.65,0.87,0
29.78,76.2,7.71,18.13,64.07,0.6,9.69,12.53,4.58,2.53,1.23,3
27.87,69.71,11.05,20.98,63.51,0.63,8.38,10.97,5.07,2.87,1.14,3
19.08,38.09,7.16,19.73,69.07,0.54,8.23,15.5,3.99,2.84,0.64,0
17.86,40.9,6.34,18.04,69.88,0.46,8.05,17.15,3.59,2.84,0.78,0
9.63,23.2,4.21,12.29,69.21,0.38,10.93,16.26,3.1,2.96,0.75,0
10.57,36.5,4.62,9.66,82.11,0.46,9.47,15.62,3.49,2.61,1.0,0
21.2,70.76,3.76,9.14,87.95,0.47,10.27,12.37,3.51,1.5,0.8,3
18.52,76.08,2.35,8.04,100.35,0.5,9.45,15.24,3.93,0.15,0.7,3
20.51,82.33,1.72,8.72,79.79,0.56,9.75,15.7,4.28,0.16,0.8,3
23.59,83.69,4.97,11.22,75.59,0.66,10.23,14.59,5.24,0.26,1.03,3
24.17,78.67,9.26,12.79,75.77,0.76,14.03,14.31,6.09,0.34,1.06,3
21.88,74.23,7.22,12.43,72.55,0.71,13.58,14.99,5.94,0.33,1.14,3
18.63,42.79,4.03,9.7,60.29,0.53,11.7,14.6,4.08,0.22,1.11,3
14.77,38.24,2.41,10.02,53.38,0.54,11.08,15.03,4.12,0.21,1.18,0
16.69,34.29,2.07,9.91,50.69,0.5,11.95,13.7,3.98,0.21,1.22,0
15.43,37.65,3.62,8.88,42.77,0.52,11.13,13.78,3.58,0.19,1.17,0
13.28,40.33,1.85,8.79,41.23,0.5,10.54,12.43,3.53,0.13,1.11,0
18.86,34.12,2.98,9.17,40.12,0.5,9.61,10.49,3.78,0.16,1.09,0
7.73,15.78,1.67,9.4,34.53,0.38,9.64,14.02,2.74,0.11,1.06,0
18.82,41.48,1.33,9.31,41.67,0.3,10.6,17.01,2.75,1.56,0.78,0
12.34,29.51,1.55,10.05,48.87,0.38,9.61,17.27,2.98,0.26,0.83,0
15.51,39.66,1.46,10.85,43.04,0.49,9.39,13.55,3.64,0.13,0.99,0
12.25,26.47,2.32,10.86,39.2,0.4,10.8,14.86,2.87,0.13,1.08,0
11.2,31.54,1.47,9.8,34.46,0.39,8.68,19.4,2.94,0.11,0.99,0
11.91,22.03,1.53,11.26,32.8,0.39,7.84,19.39,2.93,0.1,0.95,0
12.77,29.32,1.47,11.97,32.37,0.46,10.1,20.12,3.27,0.1,1.01,0
15.43,34.61,2.15,13.07,33.74,0.54,10.4,17.37,3.59,0.18,1.2,0
20.93,47.96,1.66,10.91,46.0,0.41,12.81,22.15,3.1,0.82,1.48,0
11.46,40.6,0.98,9.63,49.62,0.38,7.77,20.86,3.09,0.46,0.86,0
11.19,33.44,1.66,11.89,40.9,0.42,9.68,21.26,2.75,0.51,1.02,0
10.0,24.49,2.22,12.34,39.61,0.5,9.6,19.04,3.02,0.57,1.17,0
12.37,35.91,1.98,11.89,36.11,0.47,9.6,20.02,3.23,0.56,1.14,0
14.16,42.72,2.58,11.66,34.48,0.53,10.29,22.93,3.47,0.64,1.22,0
15.62,44.12,1.34,10.16,33.38,0.51,12.02,27.2,3.32,0.62,1.13,0
19.73,44.85,1.68,10.72,31.33,0.54,9.92,26.65,3.43,0.63,1.16,0
18.52,56.62,1.93,11.69,29.25,0.57,10.29,32.23,3.61,0.64,0.98,3
22.97,82.04,1.34,11.23,23.31,0.49,10.92,38.63,3.73,0.66,0.89,3
21.93,61.39,2.49,11.04,24.21,0.59,13.23,22.37,3.79,0.74,1.26,3
10.05,41.58,1.41,10.35,28.06,0.37,8.81,29.03,2.12,0.48,0.95,3
6.86,22.51,2.12,10.47,28.76,0.41,8.56,26.86,2.05,0.5,1.08,0
11.4,20.39,3.53,11.89,31.13,0.57,9.65,17.41,2.53,0.54,1.37,0
12.87,32.33,3.78,13.35,46.36,0.47,13.26,20.84,3.33,0.52,1.12,0
11.29,24.44,3.23,12.47,43.25,0.58,9.62,23.17,2.82,0.56,1.23,0
16.05,35.61,3.05,12.3,34.79,0.59,10.74,30.31,2.84,0.58,1.23,0
14.91,43.08,2.89,13.2,31.08,0.6,11.72,31.17,3.13,0.64,1.19,3
17.25,60.12,2.01,11.93,28.7,0.57,13.36,38.25,3.48,0.58,1.14,3
12.34,25.87,2.4,12.06,27.13,0.53,11.13,28.09,2.83,0.46,1.15,3
10.3,21.14,2.82,12.76,27.6,0.53,11.83,23.89,2.89,0.44,1.19,0
12.25,34.79,3.56,13.24,37.29,0.45,10.82,17.08,3.07,3.01,1.12,0
14.57,40.93,2.7,12.76,49.89,0.59,13.77,24.1,3.66,0.54,1.05,0
21.39,59.34,1.7,10.33,34.73,0.56,13.18,20.02,3.12,0.5,1.02,3
22.24,62.94,2.63,11.59,30.38,0.54,14.28,35.76,3.32,0.49,1.0,3
19.81,64.91,0.87,9.84,26.22,0.45,12.38,19.61,2.77,0.4,0.8,3
17.98,46.16,1.37,8.65,27.53,0.45,8.91,28.81,2.89,0.37,0.89,3
10.42,27.26,2.14,11.69,26.5,0.51,8.62,27.24,2.21,0.42,1.11,0
17.99,49.93,5.65,13.03,30.81,0.48,12.12,47.91,4.42,7.13,2.35,3
16.21,51.32,1.47,12.43,30.09,0.46,12.46,36.4,1.56,0.65,0.6,3
13.54,50.6,2.44,12.5,25.12,0.59,12.11,30.3,1.62,0.17,0.9,3
18.31,58.59,2.66,13.77,24.59,0.64,13.67,35.8,2.15,0.21,0.94,3
23.0,68.68,1.84,13.92,26.61,0.61,13.91,34.83,2.34,0.65,0.77,3
24.15,70.6,1.28,12.1,33.88,0.67,10.23,18.29,1.87,0.3,0.67,3
16.39,32.19,2.15,13.19,30.1,0.51,10.11,34.39,1.61,0.48,0.55,3
17.07,51.9,0.97,13.43,30.08,0.49,10.11,31.48,1.61,0.19,0.42,3
34.57,80.7,2.32,16.16,35.92,0.71,13.26,21.28,2.62,1.18,0.51,3
29.6,76.43,2.72,11.53,42.09,0.64,11.32,25.04,1.78,0.54,0.62,3
12.35,44.33,2.09,11.65,43.37,0.41,9.11,33.0,1.36,1.31,0.52,3
20.83,58.34,2.14,12.38,41.37,0.58,12.49,36.18,2.13,0.92,1.15,3
22.99,55.25,2.75,14.01,33.61,0.62,14.73,33.99,3.15,0.24,1.05,3
21.46,64.99,2.94,13.04,35.06,0.59,11.78,36.21,3.82,0.95,1.04,3
16.47,46.79,4.27,15.7,46.44,0.48,10.49,35.86,2.84,1.0,0.87,3
17.59,62.46,2.84,4.12,9.7,0.5,11.89,37.58,3.94,1.72,1.8,3
29.03,114.38,3.1,3.97,17.87,0.6,14.87,38.8,4.01,1.19,0.89,3
35.93,148.36,2.98,4.31,25.39,0.67,13.91,41.74,4.75,0.74,0.77,1
35.26,115.35,2.99,4.15,25.6,0.56,12.99,50.61,4.74,1.22,0.68,1
24.52,88.82,3.16,4.5,25.25,0.45,10.63,47.61,3.51,0.53,0.7,1
26.31,79.69,2.96,4.43,24.84,0.45,14.61,45.71,3.41,0.23,0.75,3
29.31,89.31,3.63,4.14,26.85,0.38,17.55,62.14,3.67,0.67,0.57,3
19.09,94.4,4.36,5.67,30.73,0.38,16.16,57.07,3.22,0.48,0.47,1
19.87,94.14,4.56,7.07,30.12,0.42,12.95,42.21,3.05,0.36,0.54,3
11.88,44.34,3.83,6.59,29.9,0.55,11.69,29.66,2.8,1.97,0.65,3
15.25,43.99,3.25,5.34,30.48,0.48,9.53,28.26,3.21,0.76,0.77,0
16.6,31.15,3.11,5.43,31.62,0.68,9.95,18.6,2.96,0.46,0.99,0
18.59,39.63,3.23,5.11,30.59,0.49,13.92,35.57,2.95,0.49,0.85,3
18.36,49.0,4.36,5.02,32.86,0.32,11.65,28.53,2.88,0.28,0.42,3
16.71,55.63,2.54,9.17,24.7,0.2,12.02,27.44,3.48,0.28,0.73,3
14.48,42.99,1.49,10.16,33.3,0.2,11.58,34.95,3.07,0.19,0.68,3
21.25,41.22,1.76,9.52,41.79,0.23,10.36,27.91,3.73,0.21,0.94,3
22.07,34.31,2.2,8.37,41.78,0.29,13.94,27.05,2.92,0.73,0.8,0
16.35,27.91,2.94,14.64,40.41,0.3,11.11,32.2,4.81,0.62,0.92,3
21.12,44.53,3.72,14.96,42.23,0.3,12.61,33.96,4.83,0.41,0.87,3
29.37,60.45,1.36,11.05,39.71,0.29,16.51,40.05,3.96,25.74,0.89,3
24.53,69.69,1.92,12.04,35.08,0.32,10.59,34.92,3.56,3.21,0.79,3
25.59,71.11,2.02,10.68,28.25,0.3,11.46,44.57,3.75,4.4,0.72,3
33.92,84.64,0.61,8.16,25.72,0.31,14.37,56.51,3.09,0.35,0.53,3
25.68,74.5,1.35,11.6,26.65,0.3,8.41,36.37,3.75,0.44,0.82,3
21.72,54.51,3.07,8.43,24.39,0.3,12.65,37.23,4.57,0.52,1.17,3
21.74,69.81,0.52,6.21,22.38,0.31,12.87,62.28,2.59,0.37,0.63,3
21.2,55.75,3.68,11.63,28.18,0.3,13.31,53.87,3.17,0.45,0.62,3
20.84,59.04,2.28,7.87,27.7,0.31,11.98,53.01,3.13,0.39,0.67,3
28.75,72.21,0.69,8.61,28.94,0.31,8.31,49.32,3.06,0.39,0.62,3
16.34,50.9,0.88,8.53,35.9,0.31,7.94,42.03,2.9,0.39,0.62,3
23.97,69.58,1.36,9.83,49.79,0.3,7.64,32.07,3.87,0.4,0.65,3
26.45,57.26,0.44,9.1,35.05,0.28,9.62,45.2,3.69,0.31,0.53,3
21.69,44.88,1.02,9.25,28.91,0.3,14.34,43.95,3.55,0.3,0.6,3
19.17,44.48,1.03,7.69,26.43,0.29,8.71,36.97,3.46,0.27,0.83,3
16.79,29.54,2.71,8.58,26.44,0.3,8.3,22.17,2.99,0.28,0.87,0
14.15,33.6,1.88,6.87,25.67,0.3,13.13,24.25,2.96,0.29,0.88,0
31.84,64.54,0.92,7.4,29.16,0.31,10.19,43.26,3.53,0.29,0.77,3
35.55,68.82,0.59,6.79,46.74,0.3,7.42,43.33,3.09,0.29,0.72,3
39.42,82.24,0.67,7.21,44.84,0.29,13.08,45.54,3.52,0.39,0.79,3
38.89,88.27,1.25,8.57,59.2,0.3,15.06,35.94,3.8,0.31,0.77,3
20.28,45.56,1.0,7.36,47.19,0.3,12.3,35.69,2.45,8.15,1.42,3
32.9,72.38,0.56,9.87,36.63,0.33,14.91,34.33,3.31,0.33,0.46,3
313.22,607.98,69.16,36.39,33.85,15.2,9.25,41.68,14.36,24.86,9.84,4
186.18,269.55,62.09,32.87,31.83,9.54,6.65,29.97,10.55,20.09,4.29,4
87.18,131.9,25.73,30.31,69.55,10.61,2.65,19.71,3.91,10.23,1.99,1
151.84,241.84,25.01,36.91,130.36,11.54,4.63,25.36,4.26,9.71,3.34,5
146.6,219.13,14.01,34.92,122.88,9.2,3.33,23.2,2.8,6.21,2.96,5
149.58,252.1,17.21,37.84,134.97,9.44,3.66,26.83,3.63,7.35,3.47,5
217.87,376.51,26.99,40.15,134.82,9.78,5.82,28.96,4.93,9.42,5.21,5
229.9,360.95,23.34,43.16,138.13,11.01,3.31,30.51,5.8,11.4,4.83,5
201.66,397.43,19.18,38.56,140.6,11.09,3.48,32.94,5.25,11.12,5.26,5
221.02,361.74,24.79,46.39,134.06,9.7,5.91,34.12,4.87,9.44,4.76,5
205.41,393.2,28.46,47.29,131.1,10.98,5.54,50.37,5.93,10.59,5.36,5
212.41,345.63,24.77,44.71,148.51,9.3,5.17,40.08,6.2,10.68,4.59,5
197.61,301.04,34.28,45.88,145.48,11.52,5.95,39.54,5.18,9.5,4.17,5
164.39,227.38,20.78,41.17,166.7,10.32,4.85,42.05,4.57,10.72,3.06,5
166.19,283.93,47.91,56.7,124.64,10.81,6.94,43.25,6.98,20.55,3.08,5
174.98,309.99,42.33,49.41,136.4,11.46,4.69,34.7,7.75,15.83,3.75,5
196.46,356.2,42.18,53.04,125.49,8.87,5.13,25.77,9.92,17.59,3.36,5
201.51,359.75,45.51,53.77,120.45,8.99,5.43,23.22,9.0,20.95,4.03,5
183.35,305.13,27.32,39.88,148.49,9.02,4.21,25.34,5.57,12.93,3.62,5
165.63,257.04,16.47,34.23,146.31,8.03,4.11,22.69,3.42,6.76,3.28,5
159.54,235.27,12.27,22.56,63.23,9.01,7.05,18.56,4.1,8.26,2.72,5
143.68,183.89,14.75,21.82,39.65,10.58,8.64,6.94,4.15,9.54,2.78,5
128.73,136.07,11.99,17.35,39.98,8.74,6.77,10.91,2.51,7.64,2.49,2
164.98,200.02,10.38,15.77,38.77,9.39,8.89,9.35,2.6,5.5,2.94,5
148.59,203.81,11.82,20.83,45.62,11.44,5.96,16.65,3.37,6.98,2.94,5
